""," SL No"," NLEM Version"," Formulation"," Dosage & Strength"," SO Number"," SO Date"," Ceiling Price ( Excluding Taxes) (Rs.)(Per Unit)"
"","540","2022","ISONIAZID","TABLET 300 MG","1575(E)","25-Mar-2026","₹ 1.32(1 Tablet)"
"","541","2022","ISOSORBIDE DINITRATE","TABLET 5 MG","1575(E)","25-Mar-2026","₹ 0.84(1 Tablet)"
"","542","2022","ISOSORBIDE DINITRATE","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 0.83(1 Tablet)"
"","543","2022","ISPAGHULA","POWDER --","1575(E)","25-Mar-2026","₹ 0.97(1 GM)"
"","544","2022","ITRACONAZOLE","CAPSULE 100 MG","1575(E)","25-Mar-2026","₹ 17.07(1 Capsule)"
"","545","2022","ITRACONAZOLE","ORAL SOLUTION 10 MG","1575(E)","25-Mar-2026","₹ 5.06(1 ML)"
"","546","2022","ITRACONAZOLE","CAPSULE 200 MG","1575(E)","25-Mar-2026","₹ 22.65(1 Capsule)"
"","547","2022","IUDS CONTAINING COPPER","DEVICE --","1575(E)","25-Mar-2026","₹ 287.76(1 IUD)"
"","548","2022","IVERMECTIN","TABLET 6 MG","1575(E)","25-Mar-2026","₹ 22.10(1 Tablet)"
"","549","2022","IVERMECTIN","TABLET 12 MG","1575(E)","25-Mar-2026","₹ 38.27(1 Tablet)"
"","550","2022","Japanese Encephalitis","VACCINE 4 MCG to 6 MCG","1575(E)","25-Mar-2026","₹ 693.42(Each Vial)"
"","551","2022","Japanese Encephalitis","VACCINE Upto 3 MCG","1575(E)","25-Mar-2026","₹ 531.11(Each Vial)"
"","552","2022","KETAMINE","INJECTION 50 MG","1575(E)","25-Mar-2026","₹ 12.41(1 ML)"
"","553","2022","LABETALOL","TABLET 100 MG","1575(E)","25-Mar-2026","₹ 15.52(1 Tablet)"
"","554","2022","LABETALOL","INJECTION 5 MG","1575(E)","25-Mar-2026","₹ 51.18(1 ML)"
"","555","2022","LACTULOSE","ORAL LIQUID 10 GM/ 15 ML","1575(E)","25-Mar-2026","₹ 1.26(1 ML)"
"","556","2022","LAMIVUDINE","TABLET 150 MG","1575(E)","25-Mar-2026","₹ 11.12(1 Tablet)"
"","557","2022","LAMIVUDINE","TABLET 100 MG","1575(E)","25-Mar-2026","₹ 11.33(1 Tablet)( Pack)"
"","558","2022","LAMIVUDINE + ZIDOVUDINE","TABLET 150/300 MG","1575(E)","25-Mar-2026","₹ 21.60(1 Tablet)"
"","559","2022","L-ASPARAGINASE","POWDER FOR INJECTION 5000 KU","1575(E)","25-Mar-2026","₹ 1059.72(Each Vial)"
"","560","2022","L-ASPARAGINASE","POWDER FOR INJECTION 10000 KU","1575(E)","25-Mar-2026","₹ 1748.75(Each Vial)"
"","561","2022","LATANOPROST","EAR DROPS 0.005 %","1575(E)","25-Mar-2026","₹ 238.17(1 ML)"
"","562","2022","LENALIDOMIDE","CAPSULE 5 MG","1575(E)","25-Mar-2026","₹ 68.86(1 Capsule)"
"","563","2022","LENALIDOMIDE","CAPSULE 25 MG","1575(E)","25-Mar-2026","₹ 299.29(1 Capsule)"
"","564","2022","LETROZOLE","TABLET 2.50 MG","1575(E)","25-Mar-2026","₹ 30.02(1 Tablet)"
"","565","2022","LEUPRORELIN","INJECTION 11.25 MG","1575(E)","25-Mar-2026","₹ 9517.65(Each Vial)"
"","566","2022","LEUPRORELIN","INJECTION 22.5 MG","1575(E)","25-Mar-2026","₹ 17491.66(Each Vial)"
"","567","2022","LEUPRORELIN","INJECTION 3.75 MG","1575(E)","25-Mar-2026","₹ 3187.41(Each Vial)"
"","568","2022","LEVETIRACETAM","SYRUP 100 MG","1575(E)","25-Mar-2026","₹ 4.07(1 ML)"
"","569","2022","LEVETIRACETAM","INJECTION 100 MG/ML","1575(E)","25-Mar-2026","₹ 23.57(1 ML)"
"","570","2022","LEVETIRACETAM","MODIFIED RELEASE TABLET 750 MG","1575(E)","25-Mar-2026","₹ 18.74(1 Tablet)"
"","571","2022","LEVETIRACETAM","TABLET 750 MG","1575(E)","25-Mar-2026","₹ 19.81(1 Tablet)"
"","572","2022","LEVETIRACETAM","TABLET 500 MG","1575(E)","25-Mar-2026","₹ 13.30(1 Tablet)"
"","573","2022","LEVETIRACETAM","TABLET 250 MG","1575(E)","25-Mar-2026","₹ 6.45(1 Tablet)"
"","574","2022","LEVODOPA (A)+CARBIDOPA (B)","TABLET 100 MG(A) + 10 MG(B)","1575(E)","25-Mar-2026","₹ 1.80(1 Tablet)"
"","575","2022","LEVODOPA (A)+CARBIDOPA (B)","TABLET 100 MG(A) + 25 MG(B)","1575(E)","25-Mar-2026","₹ 2.64(1 Tablet)"
"","576","2022","LEVODOPA + CARBIDOPA","TABLET 250/25 MG","1575(E)","25-Mar-2026","₹ 4.53(1 Tablet)"
"","577","2022","LEVODOPA + CARBIDOPA","MODIFIED RELEASE TABLET 100/25 MG","1575(E)","25-Mar-2026","₹ 2.86(1 Tablet)"
"","578","2022","LEVODOPA + CARBIDOPA","MODIFIED RELEASE TABLET 200/50 MG","1575(E)","25-Mar-2026","₹ 4.84(1 Tablet)"
"","579","2022","LEVOFLOXACIN","TABLET 750 MG","1575(E)","25-Mar-2026","₹ 12.75(1 Tablet)"
"","580","2022","LEVOFLOXACIN","TABLET 250 MG","1575(E)","25-Mar-2026","₹ 4.93(1 Tablet)"
"","581","2022","LEVOFLOXACIN","TABLET 500 MG","1575(E)","25-Mar-2026","₹ 9.21(1 Tablet)"
"","582","2022","LEVONORGESTREL","TABLET 1.5 MG","1575(E)","25-Mar-2026","₹ 77.16(1 Tablet)"
"","583","2022","LEVOTHYROXINE","TABLET 88 MCG","1575(E)","25-Mar-2026","₹ 1.69(1 Tablet)"
"","584","2022","LEVOTHYROXINE","TABLET 100 MCG","1575(E)","25-Mar-2026","₹ 1.35(1 Tablet)"
"","585","2022","LEVOTHYROXINE","TABLET 112 MCG","1575(E)","25-Mar-2026","₹ 1.70(1 Tablet)"
"","586","2022","LEVOTHYROXINE","TABLET 12.5 MCG","1575(E)","25-Mar-2026","₹ 1.52(1 Tablet)"
"","587","2022","LEVOTHYROXINE","TABLET 125 MCG","1575(E)","25-Mar-2026","₹ 1.73(1 Tablet)"
"","588","2022","LEVOTHYROXINE","TABLET 150 MCG","1575(E)","25-Mar-2026","₹ 1.74(1 Tablet)"
"","589","2022","LEVOTHYROXINE","TABLET 25 MCG","1575(E)","25-Mar-2026","₹ 1.49(1 Tablet)"
"","590","2022","LEVOTHYROXINE","TABLET 50 MCG","1575(E)","25-Mar-2026","₹ 1.06(1 Tablet)"
"","591","2022","LEVOTHYROXINE","TABLET 62.5 MCG","1575(E)","25-Mar-2026","₹ 1.65(1 Tablet)"
"","592","2022","LEVOTHYROXINE","TABLET 75 MCG","1575(E)","25-Mar-2026","₹ 1.48(1 Tablet)"
"","593","2022","LIDOCAINE","Topical forms 2-5%","1575(E)","25-Mar-2026","₹ 1.11(1 gm or 1 ml)( Pack)"
"","594","2022","LIDOCAINE","INJECTION 5 % with 7.5 %","1575(E)","25-Mar-2026","₹ 3.58(1 ML)"
"","595","2022","LIDOCAINE","INJECTION 1 %","1575(E)","25-Mar-2026","₹ 9.08(1 ML)"
"","596","2022","LIDOCAINE","INJECTION 2 %","1575(E)","25-Mar-2026","₹ 1.17(1 ML)( Pack)"
"","597","2022","LIDOCAINE + ADRENALINE","INJECTION 2%/0.005MG","1575(E)","25-Mar-2026","₹ 1.08(1 ML)"
"","598","2022","LINEZOLID","TABLET 600 MG","1575(E)","25-Mar-2026","₹ 36.53(1 Tablet)"
"","599","2022","LINEZOLID","TABLET 300 MG","1575(E)","25-Mar-2026","₹ 23.19(1 Tablet)"
"","600","2022","LITHIUM","TABLET 300 MG","1575(E)","25-Mar-2026","₹ 2.51(1 Tablet)( Pack)"
"","601","2022","LOPERAMIDE","TABLET 2 MG","1575(E)","25-Mar-2026","₹ 2.34(1 Tablet)"
"","602","2022","LOPERAMIDE","CAPSULE 2 MG","1575(E)","25-Mar-2026","₹ 3.89(1 Capsule)"
"","603","2022","LORAZEPAM","INJECTION 2 MG/ML","1575(E)","25-Mar-2026","₹ 8.29(1 ML)"
"","604","2022","LORAZEPAM","TABLET 2 MG","1575(E)","25-Mar-2026","₹ 2.88(1 Tablet)"
"","605","2022","LORAZEPAM","TABLET 1 MG","1575(E)","25-Mar-2026","₹ 2.37(1 Tablet)"
"","606","2022","MAGNESIUM SULPHATE","INJECTION 500 MG/ML","1575(E)","25-Mar-2026","₹ 4.98(1 ML)"
"","607","2022","MANNITOL","INFUSION 20 %","1575(E)","25-Mar-2026","₹ 0.36(1 ML)"
"","608","2022","MANNITOL","INFUSION 10 %","1575(E)","25-Mar-2026","₹ 0.19(1 ML)"
"","609","2022","MEASLES","INJECTION 0.5 ML","1575(E)","25-Mar-2026","₹ 51.40(Each Vial)( Pack)"
"","610","2022","MEBENDAZOLE","TABLET 100 MG","1575(E)","25-Mar-2026","₹ 2.97(1 Tablet)"
"","611","2022","MEBENDAZOLE","ORAL LIQUID 100 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.86(1 ML)"
"","612","2022","MEDROXYPROGESTERONEACETATE","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 6.40(1 Tablet)"
"","613","2022","MEDROXYPROGESTERONE INJECTABLE","INJECTION 150 MG","1575(E)","25-Mar-2026","₹ 296.71(1 ML)"
"","614","2022","MEFENAMIC ACID","ORAL LIQUID 100 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.57(1 ML)"
"","615","2022","MEFENAMIC ACID","TABLET 250 MG","1575(E)","25-Mar-2026","₹ 2.16(1 Tablet)"
"","616","2022","MEFLOQUINE","TABLET 250 MG","1575(E)","25-Mar-2026","₹ 53.41(1 Tablet)"
"","617","2022","MEGLUMINE DIATRIZOATE","INJECTION 60 %","1575(E)","25-Mar-2026","₹ 9.69(1 ML)"
"","618","2022","MEGLUMINE DIATRIZOATE","INJECTION 76 %","1575(E)","25-Mar-2026","₹ 10.45(1 ML)"
"","619","2022","MELPHALAN","TABLET 5 MG","1575(E)","25-Mar-2026","₹ 88.11(1 Tablet)"
"","620","2022","MELPHALAN","TABLET 2 MG","1575(E)","25-Mar-2026","₹ 93.53(1 Tablet)"
"","621","2022","MEROPENEM","INJECTION 500 MG","1575(E)","25-Mar-2026","₹ 740.37(Each Vial)"
"","622","2022","MEROPENEM","INJECTION 1000 MG","1575(E)","25-Mar-2026","₹ 975.62(Each Vial)"
"","623","2022","MESALAZINE","FOAM 1000 MG","1575(E)","25-Mar-2026","₹ 17.11(1 GM)"
"","624","2022","MESALAZINE","LIQUID 4000 MG","1575(E)","25-Mar-2026","₹ 2.17(1 ML)"
"","625","2022","MESNA","INJECTION 100 MG","1575(E)","25-Mar-2026","₹ 15.88(1 ML)"
"","626","2022","METFORMIN","TABLET 500 MG","1575(E)","25-Mar-2026","₹ 2.07(1 Tablet)"
"","627","2022","METFORMIN","MODIFIED RELEASE TABLET 1000 MG","1575(E)","25-Mar-2026","₹ 4.15(1 Tablet)"
"","628","2022","METFORMIN","TABLET 1000 MG","1575(E)","25-Mar-2026","₹ 3.57(1 Tablet)"
"","629","2022","METHOTREXATE","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 13.61(1 Tablet)"
"","630","2022","METHOTREXATE","TABLET 5 MG","1575(E)","25-Mar-2026","₹ 9.65(1 Tablet)"
"","631","2022","METHOTREXATE","TABLET 2.5 MG","1575(E)","25-Mar-2026","₹ 5.44(1 Tablet)"
"","632","2022","METHYLERGOMETRINE","INJECTION 0.2 MG/ML","1575(E)","25-Mar-2026","₹ 15.31(1 ML)"
"","633","2022","METHYLERGOMETRINE","TABLET 0.125 MG","1575(E)","25-Mar-2026","₹ 9.16(1 Tablet)"
"","634","2022","METHYLPREDNISOLONE","INJECTION 40 MG/ML","1575(E)","25-Mar-2026","₹ 46.76(1 ML)"
"","635","2022","METOCLOPRAMIDE","INJECTION 5 MG/ML","1575(E)","25-Mar-2026","₹ 1.67(1 ML (10 ML & more pack))"
"","636","2022","METOCLOPRAMIDE","INJECTION 5 MG/ML","1575(E)","25-Mar-2026","₹ 2.74(1 ML)"
"","637","2022","METOCLOPRAMIDE","SYRUP 5 MG","1575(E)","25-Mar-2026","₹ 0.51(1 ML)"
"","638","2022","METOCLOPRAMIDE","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 1.38(1 Tablet)"
"","639","2022","METOPROLOL","TABLET 100 MG","1575(E)","25-Mar-2026","₹ 11.39(1 Tablet)"
"","640","2022","METOPROLOL","INJECTION 1 MG","1575(E)","25-Mar-2026","₹ 3.48(1 ML)"
"","641","2022","METOPROLOL","CAPSULE 25 MG","1575(E)","25-Mar-2026","₹ 4.24(1 Capsule)"
"","642","2022","METOPROLOL","TABLET 50 MG","1575(E)","25-Mar-2026","₹ 5.98(1 Tablet)"
"","643","2022","METOPROLOL","CAPSULE 50 MG","1575(E)","25-Mar-2026","₹ 5.96(1 Capsule)"
"","644","2022","METOPROLOL","TABLET ER 100 MG","1575(E)","25-Mar-2026","₹ 15.35(1 Tablet)"
"","645","2022","METOPROLOL","TABLET 25 MG","1575(E)","25-Mar-2026","₹ 4.35(1 Tablet)( Pack)"
"","646","2022","METRONIDAZOLE","TABLET 200 MG","1575(E)","25-Mar-2026","₹ 0.84(1 Tablet)"
"","647","2022","METRONIDAZOLE","INJECTION 500 MG","1575(E)","25-Mar-2026","₹ 0.21(1 ML)"
"","648","2022","METRONIDAZOLE","TABLET 400 MG","1575(E)","25-Mar-2026","₹ 1.56(1 Tablet)"
"","649","2022","METRONIDAZOLE","ORAL LIQUID 200 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.53(1 ML)"
"","650","2022","MIDAZOLAM","INJECTION 1 MG","1575(E)","25-Mar-2026","₹ 6.06(1 ML)"
"","651","2022","MIDAZOLAM","INJECTION 5 MG","1575(E)","25-Mar-2026","₹ 11.14(1 ML)"
"","652","2022","MIDAZOLAM","NASAL SPRAY 0.5 MG","1575(E)","25-Mar-2026","₹ 81.85(1 ML)"
"","653","2022","MIDAZOLAM","NASAL SPRAY 1.25 MG","1575(E)","25-Mar-2026","₹ 222.02(1 ML)"
"","654","2022","MIFEPRISTONE","TABLET 200 MG","1575(E)","25-Mar-2026","₹ 359.34(1 Tablet)"
"","655","2022","MISOPROSTOL","TABLET 200 MCG","1575(E)","25-Mar-2026","₹ 19.43(1 Tablet)"
"","656","2022","MISOPROSTOL","TABLET 100 MCG","1575(E)","25-Mar-2026","₹ 10.16(1 Tablet)"
"","657","2022","MONTELUKAST","TABLET 4 MG","1575(E)","25-Mar-2026","₹ 10.48(1 Tablet)( Pack)"
"","658","2022","MONTELUKAST","TABLET 5 MG","1575(E)","25-Mar-2026","₹ 12.30(1 Tablet)( Pack)"
"","659","2022","MONTELUKAST","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 16.84(1 Tablet)"
"","660","2022","MORPHINE","INJECTION 10 MG","1575(E)","25-Mar-2026","₹ 20.07(1 ML)"
"","661","2022","MORPHINE","INJECTION 15 MG","1575(E)","25-Mar-2026","₹ 15.29(1 ML)"
"","662","2022","MOXIFLOXACIN","TABLET 400 MG","1575(E)","25-Mar-2026","₹ 26.44(1 Tablet)"
"","663","2022","MUPIROCIN","OINTMENT 2 %","1575(E)","25-Mar-2026","₹ 20.77(1 GM)"
"","664","2022","MYCOPHENOLATE MOFETIL","TABLET 250 MG","1575(E)","25-Mar-2026","₹ 50.79(1 Tablet)"
"","665","2022","MYCOPHENOLATE MOFETIL","TABLET 500 MG","1575(E)","25-Mar-2026","₹ 76.38(1 Tablet)( Pack)"
"","666","2022","NALOXONE","INJECTION 400 MCG","1575(E)","25-Mar-2026","₹ 94.94(1 ML)"
"","667","2022","NATAMYCIN","EYE DROPS 5 %","1575(E)","25-Mar-2026","₹ 23.94(1 ML)"
"","668","2022","NEOSTIGMINE","TABLET 15 MG","1575(E)","25-Mar-2026","₹ 4.70(1 Tablet)"
"","669","2022","NEOSTIGMINE","INJECTION 0.5 MG","1575(E)","25-Mar-2026","₹ 5.13(1 ML)"
"","670","2022","NEVIRAPINE","TABLET 200 MG","1575(E)","25-Mar-2026","₹ 16.17(1 Tablet)"
"","671","2022","NICOTINE","GUM 4 MG","1575(E)","25-Mar-2026","₹ 10.90(1 Gum)"
"","672","2022","NICOTINE","LOZENGES 4 MG","1575(E)","25-Mar-2026","₹ 9.98(1 Lozenges)"
"","673","2022","NICOTINE","PASTILLES 4 MG","1575(E)","25-Mar-2026","₹ 8.02(1 Pastille)"
"","674","2022","NICOTINE","LOZENGES 2 MG","1575(E)","25-Mar-2026","₹ 8.11(1 Lozenges)"
"","675","2022","NICOTINE","PASTILLES 2 MG","1575(E)","25-Mar-2026","₹ 7.29(1 Pastille)"
"","676","2022","NICOTINE","GUM 2 MG","1575(E)","25-Mar-2026","₹ 8.80(1 Gum)"
"","677","2022","NIFEDIPINE","CAPSULE 10 MG","1575(E)","25-Mar-2026","₹ 0.98(1 Capsule)"
"","678","2022","NIFEDIPINE","TABLET 10 MG","1575(E)","25-Mar-2026","₹ 1.58(1 Tablet)"
"","679","2022","NITROFURANTOIN","ORAL LIQUID 25 MG/5 ML","1575(E)","25-Mar-2026","₹ 0.92(1 ML)"
"","680","2022","NITROFURANTOIN","TABLET 100 MG","1575(E)","25-Mar-2026","₹ 8.30(1 Tablet)"
"","681","2022","NITROFURANTOIN","CAPSULE 100 MG","1575(E)","25-Mar-2026","₹ 8.85(1 Capsule)"
"","682","2022","NITROUS OXIDE","INHALER --","1575(E)","25-Mar-2026","₹ 292.84(Cubic Meter)"
"","683","2022","NOREPINEPHRINE","INJECTION 2 MG","1575(E)","25-Mar-2026","₹ 20.65(1 ML)"
"","684","2022","NORETHISTERONE","TABLET 5 MG","1575(E)","25-Mar-2026","₹ 5.52(1 Tablet)"
"","685","2022","OMEPRAZOLE","CAPSULE 40 MG","1575(E)","25-Mar-2026","₹ 5.81(1 Capsule)"
"","686","2022","OMEPRAZOLE","POWDER FOR ORAL LIQUID 20 MG","1575(E)","25-Mar-2026","₹ 1.55(1 GM)"
"","687","2022","OMEPRAZOLE","CAPSULE 20 MG","1575(E)","25-Mar-2026","₹ 2.94(1 Capsule)"
"","688","2022","OMEPRAZOLE","TABLET 40 MG","1575(E)","25-Mar-2026","₹ 8.66(1 Tablet)"
"","689","2022","OMEPRAZOLE","TABLET 20 MG","1575(E)","25-Mar-2026","₹ 4.45(1 Tablet)"
"","690","2022","OMEPRAZOLE","CAPSULE 10 MG","1575(E)","25-Mar-2026","₹ 2.47(1 Capsule)"
"","691","2022","ONDANSETRON","ORAL SOLUTION 2 MG","1575(E)","25-Mar-2026","₹ 1.29(1 ML)"
"","692","2022","ONDANSETRON","TABLET 4 MG","1575(E)","25-Mar-2026","₹ 5.26(1 Tablet)"
"","693","2022","ONDANSETRON","INJECTION 2 MG","1575(E)","25-Mar-2026","₹ 6.10(1 ML)"
"","694","2022","ONDANSETRON","TABLET 8 MG","1575(E)","25-Mar-2026","₹ 9.28(1 Tablet)"
"","695","2022","ORMELOXIFENE","TABLET 30 MG","1575(E)","25-Mar-2026","₹ 8.65(1 Tablet)"
"","696","2022","OTHER HEPARINS","SOLUTION 1000 IU","1575(E)","25-Mar-2026","₹ 21.72(1 ML)"
"","697","2022","OXALIPLATIN","INJECTION 50 MG","1575(E)","25-Mar-2026","₹ 2287.59(Each Vial)"
"","698","2022","OXALIPLATIN","INJECTION 100 MG","1575(E)","25-Mar-2026","₹ 5099.25(Each Vial)"
"","699","2022","OXYGEN","IN CYLINDER --","1575(E)","25-Mar-2026","₹ 29.52(Cubic Meter)"
"","700","2022","OXYGEN","LIQUID MEDICAL OXYGEN --","1575(E)","25-Mar-2026","₹ 17.43(Cubic Meter)"
"","701","2022","OXYTOCIN","INJECTION 5 IU","1575(E)","25-Mar-2026","₹ 18.27(1 ML)"
"","702","2022","OXYTOCIN","INJECTION 10 IU","1575(E)","25-Mar-2026","₹ 40.82(1 ML)"
"","703","2022","PACLITAXEL","INJECTION 30 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 220.61(1 ML)"
"","704","2022","PACLITAXEL","INJECTION 100 MG/16.7 ML","1575(E)","25-Mar-2026","₹ 220.61(1 ML)"
"","705","2022","PANTOPRAZOLE","INJECTION 40 MG","1575(E)","25-Mar-2026","₹ 51.66(Each Vial)"
"","706","2022","PARACETAMOL","TABLET 500 MG","1575(E)","25-Mar-2026","₹ 0.93(1 Tablet)"
"","707","2022","PARACETAMOL","ORAL LIQUID 250 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.68(1 ML)"
"","708","2022","PARACETAMOL","SUPPOSITORY 170 MG","1575(E)","25-Mar-2026","₹ 8.14(1 Suppository)"
"","709","2022","PARACETAMOL","INJECTION 150 MG","1575(E)","25-Mar-2026","₹ 4.07(2 ML Pack)"
"","710","2022","PARACETAMOL","INJECTION 150 MG","1575(E)","25-Mar-2026","₹ 1.64(1 ML)"
"","711","2022","PARACETAMOL","ORAL LIQUID 125 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.38(1 ML)"
"","712","2022","PARACETAMOL","SUSPENSION 120 MG","1575(E)","25-Mar-2026","₹ 0.62(1 ML)"
"","713","2022","PARACETAMOL","SUPPOSITORY 80 MG","1575(E)","25-Mar-2026","₹ 6.82(1 Suppository)"
"","714","2022","PARACETAMOL","TABLET 650 MG","1575(E)","25-Mar-2026","₹ 2.05(1 Tablet)"
"","715","2022","PENICILLAMINE","CAPSULE 250 MG","1575(E)","25-Mar-2026","₹ 16.02(1 Capsule)"
"","716","2022","PERITONEAL DIALYSIS SOLUTIONS","INFUSION --","1575(E)","25-Mar-2026","₹ 0.22(1 ML)"
"","717","2022","PERMETHRIN","CREAM 1 %","1575(E)","25-Mar-2026","₹ 1.54(1 GM)"
"","718","2022","PERMETHRIN","LOTION 1 %","1575(E)","25-Mar-2026","₹ 1.03(1 ML)"
"","719","2022","PERMETHRIN","GEL 5 %","1575(E)","25-Mar-2026","₹ 1.34(1 GM)"
"","720","2022","PERMETHRIN","CREAM 5 %","1575(E)","25-Mar-2026","₹ 1.89(1 GM)"
"","721","2022","PERMETHRIN","LOTION 5 %","1575(E)","25-Mar-2026","₹ 1.03(1 gm or 1 ml)"
"","722","2022","PHENIRAMINE","INJECTION 22.75 MG","1575(E)","25-Mar-2026","₹ 2.83(2 ML Pack)"
"","723","2022","PHENIRAMINE","INJECTION 22.75 MG","1575(E)","25-Mar-2026","₹ 2.11(Each Pack (10 ML))"
"","724","2022","PHENOBARBITONE","INJECTION 200 MG","1575(E)","25-Mar-2026","₹ 22.68(1 ML)"
"","725","2022","PHENOBARBITONE","ORAL LIQUID 20 MG/ 5 ML","1575(E)","25-Mar-2026","₹ 0.50(1 ML)"
"","726","2022","PHENOBARBITONE","TABLET 30 MG","1575(E)","25-Mar-2026","₹ 1.34(1 Tablet)"
"","727","2022","PHENOBARBITONE","TABLET 60 MG","1575(E)","25-Mar-2026","₹ 1.93(1 Tablet)"
"","728","2022","PHENYTOIN","TABLET 50 MG","1575(E)","25-Mar-2026","₹ 0.86(1 Tablet)"
"","729","2022","PHENYTOIN","INJECTION 50 MG","1575(E)","25-Mar-2026","₹ 6.09(1 ML)"
